pair_id,sequence_length_a,sequence_length_b,alignment_score
0,128,128,43
1,128,128,40
2,128,128,37
3,128,128,40
4,128,128,34
5,128,128,49
6,128,128,43
7,128,128,43
8,128,128,37
9,128,128,43
10,128,128,55
11,128,128,43
12,128,128,49
13,128,128,34
14,128,128,49
15,128,128,43
16,128,128,55
17,128,128,52
18,128,128,40
19,128,128,37
20,128,128,34
21,128,128,58
22,128,128,49
23,128,128,37
24,128,128,55
25,128,128,58
26,128,128,37
27,128,128,43
28,128,128,52
29,128,128,25
30,128,128,43
31,128,128,37
32,128,128,49
33,128,128,34
34,128,128,49
35,128,128,52
36,128,128,52
37,128,128,58
38,128,128,55
39,128,128,43
40,128,128,64
41,128,128,40
42,128,128,46
43,128,128,58
44,128,128,49
45,128,128,25
46,128,128,34
47,128,128,49
48,128,128,40
49,128,128,43
50,128,128,37
51,128,128,34
52,128,128,22
53,128,128,55
54,128,128,43
55,128,128,70
56,128,128,49
57,128,128,49
58,128,128,46
59,128,128,40
60,128,128,43
61,128,128,49
62,128,128,49
63,128,128,43
64,128,128,34
65,128,128,49
66,128,128,52
67,128,128,49
68,128,128,40
69,128,128,49
70,128,128,37
71,128,128,28
72,128,128,52
73,128,128,49
74,128,128,43
75,128,128,34
76,128,128,46
77,128,128,46
78,128,128,37
79,128,128,31
80,128,128,46
81,128,128,37
82,128,128,49
83,128,128,34
84,128,128,49
85,128,128,49
86,128,128,49
87,128,128,40
88,128,128,49
89,128,128,31
90,128,128,37
91,128,128,46
92,128,128,46
93,128,128,40
94,128,128,49
95,128,128,40
96,128,128,46
97,128,128,46
98,128,128,37
99,128,128,61
100,128,128,55
101,128,128,34
102,128,128,43
103,128,128,49
104,128,128,49
105,128,128,34
106,128,128,52
107,128,128,52
108,128,128,37
109,128,128,49
110,128,128,43
111,128,128,46
112,128,128,34
113,128,128,37
114,128,128,34
115,128,128,49
116,128,128,46
117,128,128,28
118,128,128,49
119,128,128,46
120,128,128,34
121,128,128,52
122,128,128,70
123,128,128,52
124,128,128,34
125,128,128,46
126,128,128,55
127,128,128,43
128,128,128,40
129,128,128,37
130,128,128,52
131,128,128,34
132,128,128,31
133,128,128,37
134,128,128,49
135,128,128,52
136,128,128,61
137,128,128,37
138,128,128,25
139,128,128,40
140,128,128,43
141,128,128,40
142,128,128,34
143,128,128,43
144,128,128,61
145,128,128,46
146,128,128,43
147,128,128,58
148,128,128,61
149,128,128,46
150,128,128,55
151,128,128,43
152,128,128,40
153,128,128,37
154,128,128,55
155,128,128,34
156,128,128,58
157,128,128,25
158,128,128,43
159,128,128,40
160,128,128,34
161,128,128,52
162,128,128,52
163,128,128,52
164,128,128,55
165,128,128,34
166,128,128,46
167,128,128,49
168,128,128,61
169,128,128,52
170,128,128,34
171,128,128,28
172,128,128,37
173,128,128,64
174,128,128,40
175,128,128,31
176,128,128,40
177,128,128,52
178,128,128,40
179,128,128,49
180,128,128,40
181,128,128,46
182,128,128,31
183,128,128,31
184,128,128,43
185,128,128,40
186,128,128,52
187,128,128,46
188,128,128,37
189,128,128,37
190,128,128,37
191,128,128,34
192,128,128,49
193,128,128,37
194,128,128,34
195,128,128,40
196,128,128,46
197,128,128,37
198,128,128,25
199,128,128,49
200,128,128,37
201,128,128,40
202,128,128,37
203,128,128,34
204,128,128,34
205,128,128,28
206,128,128,19
207,128,128,31
208,128,128,28
209,128,128,49
210,128,128,43
211,128,128,49
212,128,128,22
213,128,128,46
214,128,128,40
215,128,128,46
216,128,128,46
217,128,128,43
218,128,128,49
219,128,128,46
220,128,128,37
221,128,128,64
222,128,128,52
223,128,128,40
224,128,128,28
225,128,128,28
226,128,128,40
227,128,128,40
228,128,128,49
229,128,128,34
230,128,128,67
231,128,128,40
232,128,128,40
233,128,128,40
234,128,128,34
235,128,128,49
236,128,128,37
237,128,128,28
238,128,128,34
239,128,128,37
240,128,128,40
241,128,128,40
242,128,128,37
243,128,128,40
244,128,128,61
245,128,128,49
246,128,128,49
247,128,128,49
248,128,128,46
249,128,128,49
250,128,128,46
251,128,128,52
252,128,128,34
253,128,128,43
254,128,128,64
255,128,128,37
256,128,128,40
257,128,128,43
258,128,128,52
259,128,128,52
260,128,128,55
261,128,128,52
262,128,128,40
263,128,128,49
264,128,128,31
265,128,128,43
266,128,128,43
267,128,128,55
268,128,128,49
269,128,128,58
270,128,128,52
271,128,128,28
272,128,128,40
273,128,128,37
274,128,128,52
275,128,128,52
276,128,128,55
277,128,128,46
278,128,128,34
279,128,128,46
280,128,128,52
281,128,128,46
282,128,128,43
283,128,128,34
284,128,128,43
285,128,128,61
286,128,128,37
287,128,128,49
288,128,128,40
289,128,128,58
290,128,128,46
291,128,128,43
292,128,128,40
293,128,128,40
294,128,128,55
295,128,128,52
296,128,128,49
297,128,128,43
298,128,128,40
299,128,128,55
300,128,128,46
301,128,128,40
302,128,128,46
303,128,128,43
304,128,128,34
305,128,128,37
306,128,128,55
307,128,128,46
308,128,128,40
309,128,128,43
310,128,128,46
311,128,128,37
312,128,128,46
313,128,128,52
314,128,128,40
315,128,128,67
316,128,128,43
317,128,128,31
318,128,128,49
319,128,128,43
320,128,128,55
321,128,128,43
322,128,128,49
323,128,128,52
324,128,128,43
325,128,128,34
326,128,128,34
327,128,128,40
328,128,128,34
329,128,128,46
330,128,128,52
331,128,128,52
332,128,128,61
333,128,128,55
334,128,128,46
335,128,128,43
336,128,128,37
337,128,128,52
338,128,128,55
339,128,128,46
340,128,128,58
341,128,128,55
342,128,128,37
343,128,128,28
344,128,128,37
345,128,128,55
346,128,128,40
347,128,128,58
348,128,128,55
349,128,128,52
350,128,128,34
351,128,128,49
352,128,128,64
353,128,128,49
354,128,128,52
355,128,128,46
356,128,128,58
357,128,128,40
358,128,128,49
359,128,128,52
360,128,128,40
361,128,128,34
362,128,128,43
363,128,128,52
364,128,128,37
365,128,128,52
366,128,128,37
367,128,128,37
368,128,128,40
369,128,128,34
370,128,128,52
371,128,128,40
372,128,128,49
373,128,128,40
374,128,128,43
375,128,128,55
376,128,128,58
377,128,128,46
378,128,128,52
379,128,128,52
380,128,128,37
381,128,128,64
382,128,128,52
383,128,128,40
384,128,128,43
385,128,128,49
386,128,128,37
387,128,128,46
388,128,128,46
389,128,128,37
390,128,128,46
391,128,128,40
392,128,128,49
393,128,128,40
394,128,128,37
395,128,128,37
396,128,128,34
397,128,128,43
398,128,128,52
399,128,128,31
400,128,128,58
401,128,128,49
402,128,128,40
403,128,128,34
404,128,128,52
405,128,128,37
406,128,128,37
407,128,128,49
408,128,128,49
409,128,128,43
410,128,128,52
411,128,128,46
412,128,128,37
413,128,128,34
414,128,128,34
415,128,128,40
416,128,128,46
417,128,128,34
418,128,128,46
419,128,128,43
420,128,128,40
421,128,128,55
422,128,128,46
423,128,128,31
424,128,128,61
425,128,128,31
426,128,128,43
427,128,128,52
428,128,128,52
429,128,128,37
430,128,128,34
431,128,128,31
432,128,128,43
433,128,128,34
434,128,128,28
435,128,128,46
436,128,128,43
437,128,128,43
438,128,128,58
439,128,128,37
440,128,128,43
441,128,128,49
442,128,128,49
443,128,128,46
444,128,128,46
445,128,128,37
446,128,128,28
447,128,128,49
448,128,128,40
449,128,128,49
450,128,128,40
451,128,128,37
452,128,128,37
453,128,128,37
454,128,128,52
455,128,128,37
456,128,128,43
457,128,128,55
458,128,128,40
459,128,128,46
460,128,128,40
461,128,128,52
462,128,128,52
463,128,128,37
464,128,128,46
465,128,128,46
466,128,128,49
467,128,128,46
468,128,128,31
469,128,128,61
470,128,128,43
471,128,128,43
472,128,128,43
473,128,128,43
474,128,128,49
475,128,128,49
476,128,128,43
477,128,128,22
478,128,128,52
479,128,128,43
480,128,128,40
481,128,128,52
482,128,128,49
483,128,128,46
484,128,128,58
485,128,128,40
486,128,128,55
487,128,128,61
488,128,128,49
489,128,128,55
490,128,128,25
491,128,128,37
492,128,128,40
493,128,128,43
494,128,128,28
495,128,128,40
496,128,128,46
497,128,128,40
498,128,128,37
499,128,128,43
500,128,128,61
501,128,128,49
502,128,128,40
503,128,128,52
504,128,128,46
505,128,128,34
506,128,128,40
507,128,128,46
508,128,128,40
509,128,128,37
510,128,128,43
511,128,128,46
512,128,128,37
513,128,128,52
514,128,128,46
515,128,128,55
516,128,128,46
517,128,128,58
518,128,128,40
519,128,128,40
520,128,128,40
521,128,128,49
522,128,128,31
523,128,128,34
524,128,128,28
525,128,128,40
526,128,128,40
527,128,128,52
528,128,128,55
529,128,128,34
530,128,128,49
531,128,128,40
532,128,128,37
533,128,128,19
534,128,128,58
535,128,128,34
536,128,128,40
537,128,128,46
538,128,128,46
539,128,128,40
540,128,128,49
541,128,128,40
542,128,128,55
543,128,128,58
544,128,128,43
545,128,128,46
546,128,128,37
547,128,128,34
548,128,128,34
549,128,128,43
550,128,128,52
551,128,128,52
552,128,128,37
553,128,128,40
554,128,128,34
555,128,128,40
556,128,128,31
557,128,128,58
558,128,128,34
559,128,128,40
560,128,128,37
561,128,128,28
562,128,128,40
563,128,128,61
564,128,128,34
565,128,128,46
566,128,128,34
567,128,128,52
568,128,128,46
569,128,128,40
570,128,128,67
571,128,128,31
572,128,128,40
573,128,128,55
574,128,128,52
575,128,128,37
576,128,128,49
577,128,128,46
578,128,128,52
579,128,128,37
580,128,128,52
581,128,128,43
582,128,128,40
583,128,128,40
584,128,128,55
585,128,128,37
586,128,128,43
587,128,128,55
588,128,128,40
589,128,128,40
590,128,128,40
591,128,128,52
592,128,128,46
593,128,128,55
594,128,128,43
595,128,128,40
596,128,128,43
597,128,128,37
598,128,128,52
599,128,128,25
600,128,128,40
601,128,128,55
602,128,128,46
603,128,128,43
604,128,128,34
605,128,128,40
606,128,128,37
607,128,128,52
608,128,128,43
609,128,128,52
610,128,128,40
611,128,128,40
612,128,128,58
613,128,128,40
614,128,128,43
615,128,128,52
616,128,128,37
617,128,128,43
618,128,128,52
619,128,128,49
620,128,128,31
621,128,128,43
622,128,128,34
623,128,128,37
624,128,128,40
625,128,128,46
626,128,128,40
627,128,128,40
628,128,128,40
629,128,128,40
630,128,128,46
631,128,128,52
632,128,128,61
633,128,128,37
634,128,128,40
635,128,128,43
636,128,128,13
637,128,128,46
638,128,128,40
639,128,128,55
640,128,128,31
641,128,128,37
642,128,128,49
643,128,128,40
644,128,128,58
645,128,128,37
646,128,128,34
647,128,128,55
648,128,128,40
649,128,128,43
650,128,128,43
651,128,128,34
652,128,128,40
653,128,128,49
654,128,128,37
655,128,128,37
656,128,128,28
657,128,128,52
658,128,128,40
659,128,128,52
660,128,128,58
661,128,128,40
662,128,128,34
663,128,128,40
664,128,128,52
665,128,128,46
666,128,128,37
667,128,128,52
668,128,128,49
669,128,128,37
670,128,128,37
671,128,128,64
672,128,128,49
673,128,128,40
674,128,128,25
675,128,128,43
676,128,128,46
677,128,128,61
678,128,128,52
679,128,128,25
680,128,128,55
681,128,128,46
682,128,128,37
683,128,128,37
684,128,128,43
685,128,128,52
686,128,128,52
687,128,128,55
688,128,128,34
689,128,128,49
690,128,128,40
691,128,128,37
692,128,128,34
693,128,128,46
694,128,128,31
695,128,128,46
696,128,128,31
697,128,128,49
698,128,128,52
699,128,128,28
700,128,128,43
701,128,128,46
702,128,128,46
703,128,128,49
704,128,128,46
705,128,128,34
706,128,128,46
707,128,128,67
708,128,128,46
709,128,128,31
710,128,128,37
711,128,128,37
712,128,128,52
713,128,128,28
714,128,128,49
715,128,128,37
716,128,128,46
717,128,128,49
718,128,128,43
719,128,128,43
720,128,128,49
721,128,128,55
722,128,128,40
723,128,128,43
724,128,128,37
725,128,128,46
726,128,128,37
727,128,128,43
728,128,128,40
729,128,128,34
730,128,128,34
731,128,128,37
732,128,128,28
733,128,128,37
734,128,128,43
735,128,128,34
736,128,128,37
737,128,128,61
738,128,128,40
739,128,128,55
740,128,128,25
741,128,128,43
742,128,128,28
743,128,128,37
744,128,128,46
745,128,128,55
746,128,128,46
747,128,128,34
748,128,128,34
749,128,128,46
750,128,128,37
751,128,128,37
752,128,128,55
753,128,128,40
754,128,128,61
755,128,128,52
756,128,128,46
757,128,128,43
758,128,128,49
759,128,128,46
760,128,128,64
761,128,128,40
762,128,128,49
763,128,128,52
764,128,128,34
765,128,128,55
766,128,128,43
767,128,128,34
768,128,128,37
769,128,128,40
770,128,128,64
771,128,128,58
772,128,128,37
773,128,128,70
774,128,128,40
775,128,128,34
776,128,128,37
777,128,128,43
778,128,128,61
779,128,128,40
780,128,128,55
781,128,128,43
782,128,128,52
783,128,128,40
784,128,128,49
785,128,128,52
786,128,128,34
787,128,128,49
788,128,128,55
789,128,128,46
790,128,128,58
791,128,128,52
792,128,128,40
793,128,128,25
794,128,128,49
795,128,128,55
796,128,128,43
797,128,128,43
798,128,128,43
799,128,128,58
800,128,128,40
801,128,128,55
802,128,128,46
803,128,128,49
804,128,128,34
805,128,128,43
806,128,128,37
807,128,128,22
808,128,128,31
809,128,128,55
810,128,128,58
811,128,128,34
812,128,128,31
813,128,128,37
814,128,128,37
815,128,128,43
816,128,128,58
817,128,128,43
818,128,128,46
819,128,128,31
820,128,128,31
821,128,128,46
822,128,128,34
823,128,128,46
824,128,128,49
825,128,128,40
